userid,college,status
vrolin71,The College of Wooster,withdrawn
kglanz6u,"California State University, East Bay",accepted
gconiamce,Texas Tech University,waitlisted
lantognellimb,Stony Brook University,waitlisted
eduddypk,Central Connecticut State University,waitlisted
jalessandrinias,Eastern Washington University,denied
diczokvitzdy,DePaul University,withdrawn
jkarpfr4,"University of California, Davis",withdrawn
jcharlwoodao,San Diego State University,pending
awaddamsl7,Gettysburg College,denied
bkoppked1,Transylvania University,denied
mgregg5t,William Jewell College,pending
bgunderson47,Texas Christian University,denied
dlaurencot8r,Iona College,withdrawn
lmckernonrq,Kalamazoo College,deferred
dnuschke8g,Clarkson University,waitlisted
eitzcovichchc6,University of Hartford,pending
kdigiorgiojz,Stevenson University,accepted
noverington8z,Fordham University,accepted
bheinschke67,Princeton University,waitlisted
lkrelle5n,Indiana University Bloomington,deferred
lfairhamkv,University of Alabama at Birmingham,withdrawn
erudderhamn3,Williams College,withdrawn
tmecchigg,"University of Nevada, Reno",denied
awaddamsl7,SUNY College of Environmental Science and Forestry,withdrawn
ckenneway9i,University of Kentucky,deferred
rbladenel,School of the Art Institute of Chicago,denied
cgoaksoh,Smith College,accepted
fgateleyc9,University of Delaware,pending
rbrydonj6,Eastern Washington University,pending
tcottieoc,Stony Brook University,withdrawn
mkeenleyside5e,"University of California, Santa Barbara",accepted
fdillestonmg,Colgate University,accepted
ohrinchishine6,Drexel University,denied
aputtrelldw,DePauw University,accepted
sneediu,New Jersey Institute of Technology,withdrawn
leatonaf,University of Alabama,accepted
collett4m,University of Montana,pending
pweeksho,Moravian College,waitlisted
rbrydonj6,Northwestern University,pending
pcatterallpx,Smith College,deferred
slabonqa,Lawrence Technological University,pending
hteschecy,University of Massachusetts Amherst,denied
cneighbour1u,University of Illinois at Chicago,withdrawn
pvaneedene7,University of Kentucky,pending
ecooneyhx,Eastern Washington University,deferred
kbraddick5p,"University of Nevada, Reno",waitlisted
kcookleygp,New Jersey Institute of Technology,pending
lvogel4y,Eastern Illinois University,pending
lower9a,Saint Louis University,denied
fbellochc3,Carnegie Mellon University,deferred
bneubiginfb,"University of Nevada, Reno",withdrawn
cgoaksoh,DePauw University,deferred
mknevetpb,University of Central Florida,withdrawn
ogillamoa,Roger Williams University,withdrawn
dfargherrp,School of the Art Institute of Chicago,deferred
alukesch87,Kennesaw State University,pending
cseaversia,North Park University,deferred
ncervantespv,Drexel University,denied
kfreakj4,Mississippi State University,denied
nsempillml,Gordon College,withdrawn
pgotch3v,Drexel University,accepted
zarstallci,Samford University,accepted
rlangrishg3,San Diego State University,waitlisted
hpattesall2i,University of Illinois at Chicago,withdrawn
lcarlesso1g,University of Kentucky,deferred
eolensby4a,Merrimack College,accepted
oroglierih,Stevenson University,denied
hkasper62,Centre College,accepted
tserrell18,Moravian College,accepted
isymesjq,The College of Wooster,deferred
jstobartq2,School of the Art Institute of Chicago,deferred
dshilvock9v,Idaho State University,accepted
gmundowl9,Mount Holyoke College,denied
apicardam,The College of St Scholastica,denied
kkroutmm,Colorado College,deferred
crubinovitchhz,"University of Nevada, Reno",accepted
ldracksfordlg,William Jewell College,pending
gfigliovannil3,University of Alabama,accepted
msweedlandd7,University of Montana,accepted
eivanikov2q,Drake University,denied
hleggesnt,Illinois College,deferred
dfrancesch2s,DePaul University,deferred
gkeggins9g,Temple University,pending
wgiabucci2v,University of Montana,deferred
fyushkinol,"University of California, Davis",denied
asapir7a,Drexel University,pending
elaurentygk,Mercer University,withdrawn
pphython1e,Westmont College,accepted
bzimmeri4,Lawrence Technological University,deferred
rbrowell4z,Kennesaw State University,deferred
oroglierih,Eastern Illinois University,deferred
lkrelle5n,University of San Diego,pending
sderislya9,Siena College,withdrawn
shappsm0,Reed College,pending
sbegwellnl,Carnegie Mellon University,withdrawn
lblanningpd,John Carroll University,deferred
cbrigdalegt,University of Houston,pending
bfranchyonok1i,Carnegie Mellon University,pending
afranktonb3,Rider University,withdrawn
cminihanpi,"University of California, Davis",pending
pbonasm8,Saint Louis University,denied
agillesonm1,Stevenson University,waitlisted
kfilippazzo8c,Rider University,pending
bborless9m,University of Delaware,waitlisted
kmullalynn,Washington & Jefferson College,denied
sderislya9,San Diego State University,withdrawn
tornilsls,Missouri University of Science and Technology,deferred
leatonaf,DePaul University,deferred
ireisen4p,"University of Nevada, Las Vegas",pending
dduseyod,"California State University, Fresno",deferred
cmunceybb,William Jewell College,waitlisted
rvonsalzberg28,Massachusetts Institute of Technology,pending
mdewolfeab,Iona College,waitlisted
mrenakly,Moravian College,denied
ciashviliky,University of Alabama at Birmingham,deferred
agoldup9r,Samford University,waitlisted
bswale7e,Carnegie Mellon University,waitlisted
zarstallci,Barnard College,waitlisted
vcurreyo,Rochester Institute of Technology,accepted
cdrinankk,University of Houston,withdrawn
dhugkmi,Mississippi State University,denied
kaveriesai,Missouri University of Science and Technology,denied
rbyrehi,Gettysburg College,withdrawn
kharlockmp,Hendrix College,withdrawn
vdelph9n,Utah State University,withdrawn
msudlow55,Massachusetts Institute of Technology,denied
jschneidar3z,University of San Diego,withdrawn
jthainj,Massachusetts Institute of Technology,denied
jpaschokw,Wagner College,deferred
jpantonecu,Northwestern University,accepted
mlateyrj,"University of California, Santa Barbara",waitlisted
jschneidar3z,SUNY College of Environmental Science and Forestry,pending
pjester,Colorado College,pending
cjermyc0,Vassar College,withdrawn
khodgin3e,Utah State University,denied
cfilpi8m,Temple University,withdrawn
tgrissbu,Gannon University,deferred
graith3p,Suffolk University,accepted
ldrableex,Transylvania University,withdrawn
crubinovitchhz,Fordham University,withdrawn
bgatchell6r,Salve Regina University,accepted
breeve4j,Temple University,accepted
gmedewaylx,Colgate University,deferred
pmace5h,Utah State University,accepted
mdow24,Kennesaw State University,waitlisted
bbute3u,Roger Williams University,deferred
zroelofsenkd,University of Arkansas,deferred
estorer6j,"California State University, Fresno",withdrawn
rromaintog,School of the Art Institute of Chicago,accepted
tradnagec7,DePaul University,denied
mhammerberger2,Kennesaw State University,withdrawn
ogillamoa,Illinois College,accepted
eroufbp,Nova Southeastern University,waitlisted
mnansom5v,University of Arizona,deferred
cbaalhamj2,Siena College,denied
fpirouet9j,Drake University,waitlisted
sneediu,The College of St Scholastica,pending
sbeinbz,Kennesaw State University,denied
gdonnersberggc,"University of California, Davis",waitlisted
nsempillml,Transylvania University,deferred
dtunnacliffenc,University of Alabama at Birmingham,withdrawn
cbellinooo,SUNY College of Environmental Science and Forestry,accepted
ralennikov2j,Reed College,pending
cplastown2,Franklin & Marshall College,accepted
caymeri3,University of Arkansas,deferred
cschutte6f,Franklin & Marshall College,pending
mdow24,The College of St Scholastica,waitlisted
slanfranchi1n,University of Montana,withdrawn
dhindenbergerq,University of Montana,denied
ccreminge,"California State University, Monterey Bay",pending
atilne1q,"California State University, Fresno",accepted
nbiddlecombelj,"California State University, Fresno",accepted
hfraczkiewiczo5,University of San Diego,accepted
kcowperjo,Hope College,accepted
llowth7l,Carnegie Mellon University,withdrawn
hhamleni1,American University,pending
bswale7e,"University of Nevada, Reno",denied
ereed9f,University of Central Florida,pending
kprickett6t,University of Houston,denied
hfayerbrotherrg,Vassar College,accepted
mnansom5v,University of Houston,denied
fkeightley8h,University of Arizona,denied
doxmw,The College of St Scholastica,pending
gseedsb0,Eastern Washington University,pending
ksimonettoaw,Mount Holyoke College,accepted
bsibbeg7,Moravian College,pending
mroffey78,Drexel University,waitlisted
bcrossgv,Smith College,accepted
mcawkwellmj,Colorado College,accepted
sdifranceshci3r,Eastern Illinois University,denied
rgeater91,Central Connecticut State University,deferred
nkelloway9d,University of Illinois at Chicago,waitlisted
bfairbournbm,Mount Holyoke College,pending
cgiddy3j,Colgate University,waitlisted
llossman4o,Westmont College,withdrawn
ibartholomew3s,Transylvania University,accepted
sgermanij,Kalamazoo College,accepted
flomiscz,"University of California, Santa Cruz",accepted
gcorbin8t,University of Kentucky,denied
cpidgeleyq3,New York University,denied
ccrucesfs,Texas Christian University,deferred
mriddalldf,University of Delaware,accepted
cdurgan2y,Wagner College,denied
cloffill7z,Williams College,deferred
cgerbjs,University of Alabama at Birmingham,denied
kroust1r,New Jersey Institute of Technology,accepted
zlattinqd,"California State University, East Bay",waitlisted
rdraijerd4,Massachusetts Institute of Technology,waitlisted
rdraijerd4,DePaul University,deferred
nsempillml,School of the Art Institute of Chicago,deferred
mgregg5t,Mercer University,accepted
llazer76,University of Alabama,accepted
lantognellimb,New Jersey Institute of Technology,pending
zlattinqd,University of Montana,accepted
tbruckmanh7,"University of California, Santa Barbara",denied
cvalenssmithjw,University of Illinois at Chicago,waitlisted
klassells8s,Temple University,accepted
dgardinerng,American University,pending
llindholm4g,Moravian College,deferred
mdoiley1m,Mercer University,waitlisted
cneesonki,Mount Holyoke College,accepted
ncaldwallc4,Central Connecticut State University,withdrawn
jgasonkj,Campbell University,deferred
ckorthu,"California State University, Fresno",accepted
cplastown2,John Carroll University,deferred
tchastan7o,Idaho State University,deferred
kharlockmp,Washington & Jefferson College,pending
evellden69,Manhattan College,accepted
jjacobovitchq0,School of the Art Institute of Chicago,denied
kiglesiagr,University of Alabama,deferred
kprickett6t,Utah State University,accepted
lharriskinek1,Wagner College,withdrawn
mticksallar,Drexel University,accepted
kstainlandnx,"University of California, Santa Barbara",denied
nmish7p,Missouri University of Science and Technology,waitlisted
mwatmanqz,Suffolk University,pending
knurse21,Washington & Jefferson College,pending
hfraczkiewiczo5,University of Arkansas,waitlisted
rtombleson4l,Temple University,waitlisted
cmunceybb,Rice University,accepted
sgudd8o,Massachusetts Institute of Technology,deferred
bdargavelp9,Lawrence Technological University,deferred
rstablespr,Salve Regina University,waitlisted
kdigiorgiojz,University of Arkansas,accepted
rhandscombedj,Mercer University,deferred
grhydderchjc,Drexel University,denied
mdorrancemq,Siena College,withdrawn
garrellqi,Indiana University Bloomington,pending
dgebuhreu,New Jersey Institute of Technology,waitlisted
pvanderbaaren4b,Stony Brook University,accepted
gscarffox,Manhattan College,accepted
mfretwelllc,Gettysburg College,waitlisted
cpidgeleyq3,Suffolk University,accepted
tchastan7o,Texas Tech University,deferred
pbardillfu,University of Utah,denied
jfilippozzidv,The College of St Scholastica,deferred
cfilpi8m,Gordon College,withdrawn
dduffreekr,Kennesaw State University,deferred
urissom5i,Missouri University of Science and Technology,withdrawn
eroufbp,"California State University, Fresno",waitlisted
sbegwellnl,"University of California, Santa Cruz",pending
kveljesg0,University of Alabama at Birmingham,denied
prooze11,Moravian College,deferred
dmitchleyow,Saint Louis University,waitlisted
acarpenter8n,Rice University,pending
lschohier2u,Eastern Washington University,pending
anisenf6,Princeton University,waitlisted
gpeiroi0,"University of California, Davis",pending
tgrissbu,Gordon College,deferred
mmaccaughen1z,American University,waitlisted
acarpenter8n,"University of Nevada, Reno",accepted
fkeightley8h,Drake University,waitlisted
mlorneff,University of Illinois at Chicago,withdrawn
mstanclifferd,University of Utah,accepted
